Value
0.017690
0.017241
0.021649
0.018253
0.013150
0.014162
0.019605
0.013417
0.017659
0.012899
0.015680
0.015057
0.012569
0.014622
0.013534
0.019000
0.010182
0.019129
0.013475
0.019072
0.013973
0.019068
0.013121
0.016120
0.015880
0.017617
0.014833
0.014815
0.014773
0.012882
0.019402
0.015509
0.009594
0.016204
0.012009
0.020982
0.016234
0.013514
0.015698
0.015580
0.011359
0.013127
0.015445
0.016140
0.009373
0.015862
0.021343
0.020253
0.019203
0.019055
0.010004
0.013577
0.013630
0.014708
0.019959
0.014914
0.010571
0.014132
0.020892
0.012974
0.018764
0.009383
0.023664
0.022303
0.010793
0.012743
0.015364
0.017579
0.018183
0.014021
0.008834
0.016211
0.020158
0.015146
0.011803
0.020488
0.013813
0.016697
0.014885
0.015636
0.022226
0.016022
0.017814
0.020303
0.015815
0.015338
0.018127
0.012582
0.011117
0.015556
0.021207
0.013728
0.015938
0.016159
0.015387
0.012052
0.014171
0.019079
0.021452
0.010524
0.020965
0.012950
0.012026
0.012828
0.018201
0.016220
0.013815
0.012638
0.017357
0.014837
0.018971
0.012377
0.017441
0.023775
0.015750
0.019580
0.015882
0.011395
0.014631
0.019716
0.016317
0.018380
0.011410
0.017967
0.015975
0.019551
0.012338
0.011097
0.014620
0.015519
0.015683
0.014233
0.022631
0.018797
0.011649
0.020155
0.018136
0.012294
0.016842
0.012209
0.021664
0.013940
0.015241
0.024309
0.014901
0.023086
0.016101
0.013294
0.018067
0.016166
0.012502
0.011127
0.007831
0.015206
0.012202
0.014098
0.018180
0.018559
0.020252
0.016877
0.009237
0.010963
0.020664
0.017775
0.013668
0.014962
0.025173
0.012220
0.019149
0.009278
0.013720
0.016172
0.026624
0.013182
0.008818
0.013344
0.013761
0.021507
0.018400
0.014358
0.014905
0.018339
0.013364
0.013470
0.013530
0.013690
0.015929
0.014211
0.014832
0.013275
0.019963
0.010530
0.014583
0.017916
0.013825
0.017883
0.016523
0.013001
0.016504
0.013777
0.014499
0.011102
0.012226
0.014944
0.015844
0.011607
0.014862
0.014435
0.019113
0.011389
0.015243
0.015373
0.016519
0.012428
0.012375
0.011995
0.013585
0.013497
0.012978
0.013042
0.014875
0.018429
0.021691
0.014325
0.019770
0.017652
0.011986
0.018192
0.010170
0.018046
0.012442
0.018548
0.014089
0.021226
0.013986
0.017623
0.013503
0.018864
0.009431
0.017325
0.010242
0.014004
0.013451
0.014598
0.013340
0.015465
0.017400
0.014999
0.020120
0.023084
0.017986
0.017330
0.020923
0.015070
0.017452
0.016379
0.017860
0.017272
0.020634
0.014662
0.015163
0.022308
0.016494
0.013602
0.018679
0.013625
0.010775
0.020270
0.017026
0.018511
0.016868
0.017231
0.016056
0.017854
0.011673
0.017145
0.021862
0.016362
0.015960
0.014166
0.015477
0.012898
0.015376
0.017762
0.018172
0.015596
0.020477
0.017779
0.013795
0.015601
0.013185
0.018295
0.020759
0.014164
0.016410
0.020983
0.016133
0.013962
0.014502
0.017005
0.014136
0.011544
0.013394
0.015940
0.018526
0.011737
0.018471
0.014181
0.010526
0.014630
0.016045
0.012319
0.010543
0.011850
0.015951
0.020477
0.016038
0.018248
0.018304
0.011214
0.013800
0.011837
0.014759
0.012430
0.016640
0.011735
0.016310
0.019783
0.019664
0.015430
0.015166
0.013838
0.015299
0.012794
0.018991
0.015734
0.012408
0.014841
0.017629
0.014219
0.018920
0.022033
0.014326
0.014570
0.019816
0.014263
0.010443
0.013441
0.013959
0.016718
0.014515
0.020453
0.015778
0.018596
0.016624
0.018768
0.021850
0.023728
0.015413
0.009682
0.016483
0.014709
0.015334
0.016430
0.009451
0.010452
0.014570
0.014622
0.016442
0.020871
0.016802
0.019200
0.014739
0.017255
0.015175
0.016775
0.012006
0.017633
0.013665
0.018129
0.011367
0.012596
0.020373
0.013992
0.020705
0.015258
0.016656
0.014912
0.015155
0.015318
0.015082
0.017293
0.019300
0.014376
0.014247
0.017804
0.011149
0.015371
0.020542
0.018994
0.017474
0.014930
0.016679
0.015987
0.013431
0.016096
0.014616
0.015828
0.018600
0.015899
0.017474
0.025179
0.023598
0.015992
0.012582
0.017089
0.017159
0.018132
0.013985
0.012559
0.012724
0.020698
0.017516
0.016475
0.020483
0.016675
0.021546
0.013720
0.018886
0.015076
0.013290
0.012911
0.010697
0.014117
0.012028
0.014783
0.014109
0.015849
0.017334
0.016609
0.005071
0.014782
0.013335
0.015182
0.013303
0.008357
0.017327
0.018079
0.014361
0.014622
0.016930
0.014624
0.020505
0.015328
0.020937
0.027758
0.016647
0.015419
0.016257
0.014039
0.008155
0.013122
0.015105
0.019350
0.013471
0.016807
0.022716
0.017491
0.011887
0.016643
0.019498
0.015345
0.012048
0.019764
0.011242
0.014586
0.018398
0.018300
0.013635
0.013070
0.016311
0.014484
0.013362
0.014829
0.010105
0.017296
0.017388
0.018484
0.012224
0.016871
0.013364
0.018928
0.015395
0.019423
0.016808
0.016948
0.015085
0.015002
0.015725
0.015331
0.018023
0.014446
0.015723
0.014495
0.012277
0.012252
0.013499
0.017835
0.016090
0.020016
0.014986
0.017462
0.015120
0.017443
0.017836
0.011285
0.011854
0.022343
0.017836
0.014984
0.015589
0.015991
0.006607
0.014089
0.012484
0.020235
0.012279
0.011643
0.012148
0.015294
0.017810
0.014725
0.009915
