Value
0.010138
0.019650
0.012417
0.017327
0.016236
0.019267
0.020829
0.014435
0.013379
0.023403
0.014964
0.015922
0.015235
0.018424
0.015549
0.016515
0.017231
0.013540
0.007762
0.010711
0.012211
0.012221
0.017813
0.010207
0.015832
0.019049
0.009506
0.014206
0.017134
0.013177
0.012244
0.013370
0.016860
0.016990
0.015560
0.014793
0.013974
0.019323
0.015628
0.016065
0.019197
0.014027
0.016091
0.012845
0.014808
0.013324
0.017163
0.014116
0.012065
0.013887
0.018950
0.014333
0.017587
0.017225
0.012537
0.014597
0.016049
0.014414
0.017413
0.016739
0.014996
0.021839
0.021764
0.011386
0.016654
0.020663
0.017808
0.013622
0.021341
0.014588
0.015766
0.013303
0.020575
0.014591
0.015353
0.016815
0.020743
0.020499
0.010559
0.024215
0.015502
0.009311
0.016021
0.014928
0.012660
0.014108
0.018862
0.006309
0.017761
0.015067
0.013682
0.017113
0.017715
0.017190
0.015500
0.014006
0.023372
0.012515
0.015336
0.013892
0.015231
0.018549
0.013188
0.010942
0.018191
0.012453
0.014479
0.013868
0.015394
0.016087
0.014698
0.014483
0.017568
0.007022
0.008035
0.014503
0.017947
0.018258
0.023920
0.009153
0.014427
0.015636
0.018026
0.015408
0.013481
0.017368
0.018056
0.013421
0.016221
0.022668
0.017607
0.011225
0.012749
0.015444
0.011846
0.020935
0.012134
0.016051
0.012064
0.012825
0.012429
0.019476
0.018700
0.014710
0.015271
0.015112
0.015537
0.014554
0.016912
0.019923
0.015199
0.009949
0.016658
0.012089
0.017864
0.013794
0.017100
0.018620
0.022170
0.015037
0.013445
0.016835
0.018681
0.013339
0.014985
0.016495
0.013796
0.015805
0.022455
0.012767
0.014234
0.017710
0.017797
0.014539
0.016708
0.016571
0.016284
0.015563
0.010266
0.019448
0.020164
0.015537
0.009312
0.018226
0.015472
0.013220
0.012425
0.014193
0.009139
0.016091
0.014019
0.015484
0.017588
0.018514
0.015816
0.012592
0.016296
0.019694
0.016281
0.015054
0.016767
0.017259
0.018437
0.014888
0.016121
0.011152
0.011127
0.020751
0.014213
0.011785
0.011483
0.018637
0.011846
0.011699
0.021113
0.018103
0.016165
0.017439
0.015091
0.019208
0.016122
0.014664
0.013560
0.022578
0.017414
0.013887
0.016734
0.018861
0.015036
0.015578
0.014404
0.018750
0.013579
0.016528
0.018309
0.019715
0.014953
0.018170
0.013482
0.013069
0.014610
0.010998
0.022386
0.010865
0.014459
0.019800
0.022791
0.021937
0.012009
0.014988
0.015184
0.012733
0.010707
0.013684
0.016442
0.016083
0.018593
0.015347
0.019164
0.016245
0.014880
0.012873
0.015658
0.017922
0.014619
0.019176
0.015976
0.010979
0.019767
0.015913
0.012815
0.013798
0.012047
0.014615
0.011262
0.019925
0.020879
0.010501
0.011117
0.012659
0.015629
0.018211
0.010527
0.011454
0.013756
0.013961
0.017672
0.010888
0.013639
0.012323
0.012959
0.018394
0.013328
0.012062
0.015264
0.019775
0.014341
0.014225
0.015504
0.011950
0.017960
0.017077
0.012031
0.015101
0.020947
0.010195
0.017085
0.017128
0.012607
0.013828
0.017623
0.022398
0.014705
0.016218
0.020432
0.012745
0.013445
0.019949
0.013737
0.014924
0.012607
0.016748
0.018716
0.014893
0.009729
0.014319
0.016849
0.013300
0.016505
0.011430
0.017594
0.013489
0.016906
0.013884
0.018345
0.013941
0.016625
0.019035
0.016184
0.016466
0.019718
0.018089
0.010345
0.016168
0.019126
0.014071
0.010454
0.013370
0.016901
0.007597
0.012561
0.015028
0.015422
0.012679
0.016059
0.019645
0.011705
0.017920
0.013204
0.014737
0.020752
0.010489
0.013219
0.014262
0.014463
0.014040
0.017248
0.012808
0.018383
0.009055
0.010924
0.013255
0.018273
0.014275
0.017625
0.012199
0.017967
0.013829
0.016891
0.016399
0.016144
0.013473
0.012325
0.015358
0.015237
0.014653
0.015981
0.014577
0.015952
0.014579
0.021409
0.022977
0.017708
0.025571
0.015568
0.013179
0.017362
0.017039
0.014769
0.022107
0.018056
0.016275
0.013884
0.013775
0.013677
0.017664
0.017260
0.012980
0.019310
0.012477
0.014207
0.016775
0.007859
0.016904
0.014426
0.014373
0.019061
0.011454
0.017528
0.012337
0.011312
0.013426
0.014638
0.015745
0.013929
0.010696
0.017544
0.015861
0.013000
0.011433
0.014592
0.019039
0.016114
0.012183
0.023698
0.021405
0.014750
0.016684
0.014035
0.011806
0.015793
0.017539
0.011982
0.015402
0.011398
0.012898
0.012416
0.011153
0.017855
0.011867
0.020295
0.014341
0.012000
0.011166
0.012293
0.016038
0.013383
0.007882
0.013216
0.012618
0.017274
0.014771
0.012620
0.012088
0.017699
0.014552
0.012354
